Categor’a nueva,,comentarios,wweia_food_category,count_vals,categ,description_text,fdc_ids
,,remover omelette,2502,147,Eggs and omelets,"['Cheese souffle', 'Egg, whole, raw', 'Egg, whole, cooked, NS as to cooking method', 'Egg, whole, boiled or poached', 'Egg, whole, fried, NS as to fat', 'Egg, whole, fried no added fat', 'Egg, whole, fried with margarine', 'Egg, whole, fried with oil', 'Egg, whole, fried with butter', 'Egg, whole, fried with animal fat or meat drippings', 'Egg, whole, fried with cooking spray', 'Egg, whole, fried, NS as to fat type', 'Egg, whole, fried, from fast food / restaurant', 'Egg, whole, baked, NS as to fat', 'Egg, whole, baked, no added fat', 'Egg, whole, baked, fat added', 'Egg, whole, pickled', 'Egg, white only, raw', 'Egg, white, cooked, NS as to fat', 'Egg, white, cooked, no added fat', 'Egg, white, cooked, fat added', 'Egg, yolk only, raw', 'Egg, yolk only, cooked, NS as to fat', 'Egg, yolk only, cooked, no added fat', 'Egg, yolk only, cooked, fat added', 'Duck egg, cooked', 'Goose egg, cooked', 'Quail egg, canned', 'Egg, creamed', 'Egg, Benedict', 'Egg, deviled', 'Egg salad, made with mayonnaise', 'Egg salad, made with light mayonnaise', 'Egg salad, made with mayonnaise-type salad dressing', 'Egg salad, made with light mayonnaise-type salad dressing', 'Egg salad, made with creamy dressing', 'Egg salad, made with light creamy dressing', 'Egg salad, made with Italian dressing', 'Egg salad, made with light Italian dressing', 'Egg Salad, made with any type of fat free dressing', 'Huevos rancheros', 'Egg casserole with bread, cheese, milk and meat', 'Egg omelet or scrambled egg, NS as to fat', 'Egg omelet or scrambled egg, made with margarine', 'Egg omelet or scrambled egg, made with oil', 'Egg omelet or scrambled egg, made with butter', 'Egg omelet or scrambled egg, made with animal fat or meat drippings', 'Egg omelet or scrambled egg, made with cooking spray', 'Egg omelet or scrambled egg, NS as to fat type', 'Egg omelet or scrambled egg, no added fat', 'Egg omelet or scrambled egg, from fast food / restaurant', 'Egg omelet or scrambled egg, with cheese, made with margarine', 'Egg omelet or scrambled egg, with cheese, made with oil', 'Egg omelet or scrambled egg, with cheese, made with butter', 'Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings', 'Egg omelet or scrambled egg, with cheese, made with cooking spray', 'Egg omelet or scrambled egg, with cheese, no added fat', 'Egg omelet or scrambled egg, with meat, NS as to fat', 'Egg omelet or scrambled egg, with meat, made with margarine', 'Egg omelet or scrambled egg, with meat, made with oil', 'Egg omelet or scrambled egg, with meat, made with butter', 'Egg omelet or scrambled egg, with meat, made with animal fat or meat drippings', 'Egg omelet or scrambled egg, with meat, made with cooking spray', 'Egg omelet or scrambled egg, with meat, NS as to fat type', 'Egg omelet or scrambled egg, with meat, no added fat', 'Egg omelet or scrambled egg, with cheese and meat, NS as to fat', 'Egg omelet or scrambled egg, with cheese and meat, made with margarine', 'Egg omelet or scrambled egg, with cheese and meat, made with oil', 'Egg omelet or scrambled egg, with cheese and meat, made with butter', 'Egg omelet or scrambled egg, with cheese and meat, made with animal fat or meat drippings', 'Egg omelet or scrambled egg, with cheese and meat, made with cooking spray', 'Egg omelet or scrambled egg, with cheese and meat, NS as to fat type', 'Egg omelet or scrambled egg, with cheese and meat, no added fat', 'Egg omelet or scrambled egg, with tomatoes, fat added', 'Egg omelet or scrambled egg, with tomatoes, no added fat', 'Egg omelet or scrambled egg, with tomatoes, NS as to fat', 'Egg omelet or scrambled egg, with dark-green vegetables, fat added', 'Egg omelet or scrambled egg, with dark-green vegetables, no added fat', 'Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat', 'Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added', 'Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, no fat added', 'Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat', 'Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added', 'Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat', 'Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat', 'Egg omelet or scrambled egg, with cheese and tomatoes, fat added', 'Egg omelet or scrambled egg, with cheese and tomatoes, no added fat', 'Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat', 'Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added', 'Egg omelet or scrambled egg, with cheese and dark-green vegetables, no added fat', 'Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat', 'Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added', 'Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, no added fat', 'Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat', 'Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added', 'Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, no added fat', 'Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat', 'Egg omelet or scrambled egg, with meat and tomatoes, fat added', 'Egg omelet or scrambled egg, with meat and tomatoes, no added fat', 'Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat', 'Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added', 'Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat', 'Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat', 'Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added', 'Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat', 'Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat', 'Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added', 'Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat', 'Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat', 'Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added', 'Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat', 'Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat', 'Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added', 'Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat', 'Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat', 'Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added', 'Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat', 'Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat', 'Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added', 'Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat', 'Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat', 'Egg omelet or scrambled egg, with potatoes and/or onions, fat added', 'Egg omelet or scrambled egg, with potatoes and/or onions, no added fat', 'Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat', 'Egg white omelet, scrambled, or fried, NS as to fat', 'Egg white omelet, scrambled, or fried, made with margarine', 'Egg white omelet, scrambled, or fried, made with oil', 'Egg white omelet, scrambled, or fried, made with butter', 'Egg white omelet, scrambled, or fried, made with cooking spray', 'Egg white omelet, scrambled, or fried, NS as to fat type', 'Egg white omelet, scrambled, or fried, no added fat', 'Egg white, omelet, scrambled, or fried, with cheese', 'Egg white, omelet, scrambled, or fried, with meat', 'Egg white, omelet, scrambled, or fried, with vegetables', 'Egg white, omelet, scrambled, or fried, with cheese and meat', 'Egg white, omelet, scrambled, or fried, with cheese and vegetables', 'Egg white, omelet, scrambled, or fried, with meat and vegetables', 'Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables', 'Egg substitute, omelet, scrambled, or fried, fat added', 'Egg substitute, omelet, scrambled, or fried, no added fat', 'Egg substitute, omelet, scrambled, or fried, with cheese', 'Egg substitute, omelet, scrambled, or fried, with meat', 'Egg substitute, omelet, scrambled, or fried, with vegetables', 'Egg substitute, omelet, scrambled, or fried, with cheese and meat', 'Egg substitute, omelet, scrambled, or fried, with cheese and vegetables', 'Egg substitute, omelet, scrambled, or fried, with meat and vegetables', 'Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables']","[2341196, 2342627, 2342628, 2342629, 2342630, 2342631, 2342632, 2342633, 2342634, 2342635, 2342636, 2342637, 2342638, 2342639, 2342640, 2342641, 2342642, 2342643, 2342644, 2342645, 2342646, 2342647, 2342648, 2342649, 2342650, 2342651, 2342652, 2342653, 2342654, 2342655, 2342656, 2342657, 2342658, 2342659, 2342660, 2342661, 2342662, 2342663, 2342664, 2342665, 2342666, 2342667, 2342673, 2342674, 2342675, 2342676, 2342677, 2342678, 2342679, 2342680, 2342681, 2342682, 2342683, 2342684, 2342685, 2342686, 2342687, 2342688, 2342689, 2342690, 2342691, 2342692, 2342693, 2342694, 2342695, 2342696, 2342697, 2342698, 2342699, 2342700, 2342701, 2342702, 2342703, 2342704, 2342705, 2342706, 2342707, 2342708, 2342709, 2342710, 2342711, 2342712, 2342713, 2342714, 2342715, 2342716, 2342717, 2342718, 2342719, 2342720, 2342721, 2342722, 2342723, 2342724, 2342725, 2342726, 2342727, 2342728, 2342729, 2342730, 2342731, 2342732, 2342733, 2342734, 2342735, 2342736, 2342737, 2342738, 2342739, 2342740, 2342741, 2342742, 2342743, 2342744, 2342745, 2342746, 2342747, 2342748, 2342749, 2342750, 2342751, 2342752, 2342753, 2342754, 2342758, 2342759, 2342760, 2342761, 2342762, 2342763, 2342764, 2342765, 2342766, 2342767, 2342768, 2342769, 2342770, 2342771, 2342773, 2342774, 2342775, 2342776, 2342777, 2342778, 2342779, 2342780, 2342781]"
,,remove cooked,2402,109,Fish,"['Fish, raw', 'Fish, NFS', 'Fish, NS as to type, baked or broiled', 'Fish, NS as to type, baked or broiled, coated', 'Fish, NS as to type, fried', 'Fish, NS as to type, steamed', 'Fish, canned', 'Fish, smoked', 'Fish, stick', 'Fish, anchovy', 'Fish, carp', 'Fish, catfish, NFS', 'Fish, catfish, baked or broiled', 'Fish, catfish, grilled', 'Fish, catfish, baked or broiled, coated', 'Fish, catfish, fried', 'Fish, catfish, steamed', 'Fish, cod, NFS', 'Fish, cod, baked or broiled', 'Fish, cod, grilled', 'Fish, cod, baked or broiled, coated', 'Fish, cod, fried', 'Fish, cod, steamed', 'Fish, croaker', 'Fish, eel', 'Fish, flounder, NFS', 'Fish, flounder, baked or broiled', 'Fish, flounder, grilled', 'Fish, flounder, baked or broiled, coated', 'Fish, flounder, fried', 'Fish, flounder, steamed', 'Fish, haddock, NFS', 'Fish, haddock, baked or broiled', 'Fish, haddock, grilled', 'Fish, haddock, baked or broiled, coated', 'Fish, haddock, fried', 'Fish, haddock, steamed', 'Fish, halibut', 'Fish, herring', 'Fish, pickled', 'Fish, mackerel, NFS', 'Fish, mackerel, baked or broiled', 'Fish, mackerel, grilled', 'Fish, mackerel, baked or broiled, coated', 'Fish, mackerel, fried', 'Fish, mackerel, canned', 'Fish, mullet', 'Fish, perch, NFS', 'Fish, perch, baked or broiled', 'Fish, perch, grilled', 'Fish, perch, baked or broiled, coated', 'Fish, perch, fried', 'Fish, perch, steamed', 'Fish, pike', 'Fish, pompano, NFS', 'Fish, pompano, baked or broiled', 'Fish, pompano, grilled', 'Fish, pompano, baked or broiled, coated', 'Fish, pompano, fried', 'Fish, pompano, steamed', 'Fish, snapper', 'Fish, salmon, raw', 'Fish, salmon, NFS', 'Fish, salmon, baked or broiled', 'Fish, salmon, grilled', 'Fish, salmon, baked or broiled, coated', 'Fish, salmon, fried', 'Fish, salmon, steamed', 'Fish, salmon, canned', 'Fish, salmon, smoked', 'Fish, sardines, canned', 'Fish, bass, NFS', 'Fish, bass, baked or broiled', 'Fish, bass, grilled', 'Fish, bass, baked or broiled, coated', 'Fish, bass, fried', 'Fish, bass, steamed', 'Fish, shark', 'Fish, swordfish', 'Fish, trout, NFS', 'Fish, trout, baked or broiled', 'Fish, trout, grilled', 'Fish, trout, baked or broiled, coated', 'Fish, trout, fried', 'Fish, trout, steamed', 'Fish, tuna, raw', 'Fish, tuna, NFS', 'Fish, tuna, cooked', 'Fish, tuna, canned', 'Fish, whiting, NFS', 'Fish, whiting, baked or broiled', 'Fish, whiting, grilled', 'Fish, whiting, baked or broiled, coated', 'Fish, whiting, fried', 'Fish, whiting, steamed', 'Fish, tilapia, NFS', 'Fish, tilapia, baked or broiled', 'Fish, tilapia, grilled', 'Fish, tilapia, baked or broiled, coated', 'Fish, tilapia, fried', 'Fish, tilapia, steamed', 'Fish, white, mixed species, NFS', 'Fish, white, mixed species, baked or broiled', 'Fish, white, mixed species, baked or broiled, coated', 'Fish, white, mixed species, fried', 'Fish, white, mixed species, steamed', 'Fish, white, mixed species, grilled', 'Caviar', 'Imitation crab meat']","[2341638, 2341639, 2341640, 2341641, 2341642, 2341643, 2341644, 2341645, 2341646, 2341647, 2341648, 2341649, 2341650, 2341651, 2341652, 2341653, 2341654, 2341655, 2341656, 2341657, 2341658, 2341659, 2341660, 2341661, 2341662, 2341663, 2341664, 2341665, 2341666, 2341667, 2341668, 2341669, 2341670, 2341671, 2341672, 2341673, 2341674, 2341675, 2341676, 2341677, 2341678, 2341679, 2341680, 2341681, 2341682, 2341683, 2341684, 2341685, 2341686, 2341687, 2341688, 2341689, 2341690, 2341691, 2341692, 2341693, 2341694, 2341695, 2341696, 2341697, 2341698, 2341699, 2341700, 2341701, 2341702, 2341703, 2341704, 2341705, 2341706, 2341707, 2341708, 2341709, 2341710, 2341711, 2341712, 2341713, 2341714, 2341715, 2341716, 2341717, 2341718, 2341719, 2341720, 2341721, 2341722, 2341723, 2341724, 2341725, 2341726, 2341727, 2341728, 2341729, 2341730, 2341731, 2341732, 2341733, 2341734, 2341735, 2341736, 2341737, 2341738, 2341739, 2341740, 2341741, 2341742, 2341743, 2341744, 2341747, 2341999]"
,,,2002,34,"Beef, excludes ground","['Meat, NFS', 'Beef, NFS', 'Steak, NS as to type of meat, NS as to fat eaten', 'Beef, steak, NFS', 'Beef, steak, chuck', 'Beef, steak, cube', 'Beef, steak, flank', 'Beef, steak, ribeye, NS as to fat eaten', 'Beef, steak, ribeye, lean and fat eaten', 'Beef, steak, ribeye, lean only eaten', 'Beef, steak, round', 'Beef, steak, sirloin, NS as to fat eaten', 'Beef, steak, sirloin, lean and fat eaten', 'Beef, steak, sirloin, lean only eaten', 'Beef, steak, strip, NS as to fat eaten', 'Beef, steak, strip, lean and fat eaten', 'Beef, steak, strip, lean only eaten', 'Beef, steak, T-bone, NS as to fat eaten', 'Beef, steak, T-bone,  lean and fat eaten', 'Beef, steak, T-bone, lean only eaten', 'Beef, steak, tenderloin', 'Beef, steak, country fried', 'Beef, oxtails', 'Beef, neck bones', 'Beef, shortribs', 'Beef, cow head', 'Beef, roast', 'Beef, pot roast', 'Beef, stew meat', 'Beef, brisket', 'Beef, sandwich steak', 'Veal, chop', 'Mock chicken legs', 'Barbecue beef, no sauce']","[2341224, 2341227, 2341228, 2341229, 2341230, 2341231, 2341232, 2341233, 2341234, 2341235, 2341236, 2341237, 2341238, 2341239, 2341240, 2341241, 2341242, 2341243, 2341244, 2341245, 2341246, 2341247, 2341248, 2341249, 2341250, 2341251, 2341252, 2341253, 2341254, 2341256, 2341257, 2341315, 2341317, 2341810]"
,,,2004,5,Ground beef,"['Meat, ground, NFS', 'Beef, ground, raw', 'Beef, ground', 'Beef, ground, patty', 'Veal, ground']","[2341225, 2341258, 2341259, 2341260, 2341316]"
,,,2006,27,Pork,"['Pork, NFS', 'Pork, ground', 'Pork, carnitas', 'Pork, chop, NS as to fat eaten', 'Pork, chop, lean and fat eaten', 'Pork, chop, lean only eaten', 'Pork, chop, coated, NS as to fat eaten', 'Pork, chop, coated, lean and fat eaten', 'Pork, chop, coated, lean only eaten', 'Pork, steak, NS as to fat eaten', 'Pork, steak, lean and fat eaten', 'Pork, steak, lean only eaten', 'Pork, steak, coated', 'Pork, tenderloin', 'Pork, roast', 'Fried pork chunks, Puerto Rican style', 'Ribs, NFS', 'Pork, ribs', 'Pork, cracklings', 'Pork, ears', 'Pork, bones', ""Pork, pig's feet"", ""Pork, pig's feet, pickled"", 'Pork, ham hocks', 'Pork, belly', 'Pork skin rinds', 'Barbecue pork, no sauce']","[2341267, 2341268, 2341269, 2341271, 2341272, 2341273, 2341274, 2341275, 2341276, 2341278, 2341279, 2341280, 2341281, 2341282, 2341287, 2341288, 2341299, 2341300, 2341301, 2341302, 2341303, 2341304, 2341305, 2341306, 2341307, 2341308, 2341821]"
,,,2008,18,"Lamb, goat, game","['Lamb, NS as to cut', 'Lamb, chop', 'Lamb, ground', 'Goat', 'Rabbit', 'Venison, NFS', 'Venison, steak', 'Moose', 'Bear', 'Caribou', 'Bison', 'Groundhog', 'Opossum', 'Squirrel', 'Beaver', 'Raccoon', 'Armadillo', 'Wild pig']","[2341311, 2341312, 2341313, 2341314, 2341318, 2341319, 2341320, 2341323, 2341324, 2341325, 2341326, 2341327, 2341328, 2341329, 2341330, 2341331, 2341332, 2341333]"
,,,2010,13,Liver and organ meats,"['Liver, beef', 'Liver, chicken', 'Liver, paste or pate', 'Heart', 'Kidney', 'Sweetbreads', 'Brains', 'Tongue', 'Tongue pot roast, Puerto Rican style', 'Tripe', 'Chitterlings', 'Hog maws', 'Gizzard']","[2341562, 2341563, 2341564, 2341565, 2341566, 2341567, 2341568, 2341569, 2341570, 2341571, 2341572, 2341573, 2341574]"
,,,2206,48,"Turkey, duck, other poultry","['Ostrich', 'Turkey, NFS', 'Turkey, light meat, skin not eaten', 'Turkey, light meat, skin eaten', 'Turkey, light meat, breaded, baked or fried, skin not eaten', 'Turkey, light meat, breaded, baked or fried, skin eaten', 'Turkey, light meat, roasted, skin not eaten', 'Turkey, light meat, roasted, skin eaten', 'Turkey, dark meat, roasted, skin not eaten', 'Turkey, dark meat, roasted, skin eaten', 'Turkey, light and dark meat, roasted, skin not eaten', 'Turkey, light and dark meat, roasted, skin eaten', 'Turkey, light or dark meat, fried, coated, skin not eaten', 'Turkey, light or dark meat, fried, coated, skin eaten', 'Turkey, light or dark meat, stewed, skin not eaten', 'Turkey light or dark meat, stewed, skin eaten', 'Turkey, light or dark meat, smoked, skin eaten', 'Turkey, light or dark meat, smoked, skin not eaten', 'Turkey, drumstick, cooked, skin not eaten', 'Turkey, drumstick, cooked, skin eaten', 'Turkey, drumstick, roasted, skin not eaten', 'Turkey, drumstick, roasted, skin eaten', 'Turkey, drumstick, smoked, skin eaten', 'Turkey, thigh, cooked, skin eaten', 'Turkey, thigh, cooked, skin not eaten', 'Turkey, neck', 'Turkey, wing, cooked, skin not eaten', 'Turkey, wing, cooked, skin eaten', 'Turkey, wing, smoked, skin eaten', 'Turkey, tail', 'Turkey, back', 'Turkey, canned', 'Turkey, ground', 'Turkey, nuggets', 'Duck, cooked, skin eaten', 'Duck, cooked, skin not eaten', 'Duck, roasted, skin eaten', 'Duck, roasted, skin not eaten', 'Duck, pressed, Chinese', 'Goose, wild, roasted', 'Cornish game hen, cooked, skin eaten', 'Cornish game hen, cooked, skin not eaten', 'Cornish game hen, roasted, skin eaten', 'Cornish game hen, roasted, skin not eaten', 'Dove, cooked, NS as to cooking method', 'Dove, fried', 'Quail, cooked', 'Pheasant, cooked']","[2341334, 2341511, 2341512, 2341513, 2341514, 2341515, 2341516, 2341517, 2341518, 2341519, 2341520, 2341521, 2341522, 2341523, 2341524, 2341525, 2341526, 2341527, 2341528, 2341529, 2341530, 2341531, 2341532, 2341533, 2341534, 2341535, 2341536, 2341537, 2341538, 2341539, 2341540, 2341541, 2341542, 2341543, 2341546, 2341547, 2341548, 2341549, 2341550, 2341551, 2341552, 2341553, 2341554, 2341555, 2341556, 2341557, 2341558, 2341559]"
,,,2404,41,Shellfish,"['Frog legs', 'Octopus', 'Calamari, cooked', 'Calamari, fried', 'Turtle', 'Shellfish, NFS', 'Abalone', 'Clams, raw', 'Clams, NFS', 'Clams, baked or broiled', 'Clams, fried', 'Clams, steamed or boiled', 'Clams, canned', 'Crab', 'Crab, canned', 'Crab, soft shell', 'Crayfish, fried', 'Crayfish, cooked', 'Lobster', 'Mussels', 'Oysters, raw', 'Oysters, baked or broiled', 'Oysters, steamed', 'Oysters, fried', 'Oysters, canned', 'Scallops, baked or broiled', 'Scallops, grilled', 'Scallops, steamed or boiled', 'Scallops, fried', 'Shrimp, NFS', 'Shrimp, baked or broiled', 'Shrimp, grilled', 'Shrimp, steamed or boiled', 'Shrimp, fried', 'Shrimp, baked or broiled, coated', 'Shrimp, dried', 'Shrimp, canned', 'Escargot', 'Shrimp cocktail', 'Seafood sauce', 'Shrimp scampi']","[2341745, 2341746, 2341748, 2341749, 2341750, 2341751, 2341752, 2341753, 2341754, 2341755, 2341756, 2341757, 2341758, 2341759, 2341760, 2341761, 2341762, 2341763, 2341764, 2341765, 2341766, 2341767, 2341768, 2341769, 2341770, 2341771, 2341772, 2341773, 2341774, 2341775, 2341776, 2341777, 2341778, 2341779, 2341780, 2341781, 2341782, 2341783, 2341873, 2341876, 2341882]"
,,,2602,44,Cold cuts and cured meats,"['Beef, corned', 'Beef, dried, chipped, uncooked', 'Beef, dried, chipped, cooked in fat', 'Beef jerky', 'Pork jerky', 'Ham', 'Ham, prosciutto', 'Ham, canned', 'Ham, ground', 'Pork, roll', 'Canadian bacon, cooked', 'Venison/deer jerky', 'Venison sausage', 'Bologna', 'Bologna, reduced fat', 'Bologna, reduced sodium', 'Head cheese', 'Mortadella', 'Pastrami, NFS', 'Pastrami, made from any kind of meat, reduced fat', 'Pepperoni, NFS', 'Pepperoni, reduced fat', 'Pepperoni, reduced sodium', 'Salami, NFS', 'Salami, made from any type of meat, reduced fat', 'Salami, made from any type of meat, reduced sodium', 'Luncheon meat, NFS', 'Ham, prepackaged or deli, luncheon meat', 'Ham, prepackaged or deli, luncheon meat, reduced sodium', 'Chicken, prepackaged or deli, luncheon meat', 'Chicken, prepackaged or deli, luncheon meat, reduced sodium', 'Ham luncheon meat, loaf type', 'Spam', 'Spam, reduced sodium', 'Liverwurst', 'Luncheon meat, loaf type', 'Turkey, prepackaged or deli, luncheon meat', 'Turkey, prepackaged or deli, luncheon meat, reduced sodium', 'Turkey ham, prepackaged or deli, luncheon meat', 'Beef, prepackaged or deli, luncheon meat', 'Beef, prepackaged or deli, luncheon meat, reduced sodium', 'Meat spread or potted meat, NFS', 'Chicken salad spread', 'Ham salad spread']","[2341255, 2341263, 2341264, 2341265, 2341270, 2341283, 2341284, 2341285, 2341286, 2341289, 2341290, 2341321, 2341322, 2341587, 2341588, 2341589, 2341592, 2341594, 2341595, 2341596, 2341597, 2341598, 2341599, 2341608, 2341609, 2341610, 2341620, 2341621, 2341622, 2341623, 2341624, 2341625, 2341626, 2341627, 2341628, 2341629, 2341630, 2341631, 2341632, 2341633, 2341634, 2341635, 2341636, 2341637]"
,,,2604,12,Bacon,"['Beef, bacon, cooked', 'Beef, bacon, reduced sodium, cooked', 'Bacon, NS as to type of meat, cooked', 'Bacon, NS as to type of meat, reduced sodium, cooked', 'Pork bacon, NS as to fresh, smoked or cured, cooked', 'Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked', 'Pork bacon, smoked or cured, cooked', 'Bacon or side pork, fresh, cooked', 'Pork bacon, smoked or cured, reduced sodium, cooked', 'Turkey bacon, cooked', 'Turkey bacon, reduced sodium, cooked', 'Bacon bits']","[2341261, 2341262, 2341291, 2341292, 2341293, 2341294, 2341295, 2341296, 2341297, 2341544, 2341545, 2342941]"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
